,text,true_label,pred_label,true_label_name,pred_label_name,error_type
367,"Group @ ( ENBD group ) was then subdivided into three groups : G@a patients received an endoscopic papillary balloon dilatation ( EPBD ) , G@b patients received an endoscopic sphincterotomy ( EST ) , and G@c patients received neither .",tensor(3),1,objective,conclusions,objective → conclusions
368,The baseline clinical characteristics were similar in both groups .,tensor(3),0,objective,background,objective → background
369,"After successful CBD stone clearance , ENBD is only beneficial when an EPBD procedure has been performed .",tensor(4),2,results,methods,results → methods
370,"Three trained operators placed @ crowns in a split-mouth design with a random allocation for @ participants ( mean age : @ years ) who received two , four , six , or eight crowns .",tensor(3),0,objective,background,objective → background
371,"The median length of enteral therapy use was less in the NE group ( @ vs. @ days ) , but the difference was not statistically significant .",tensor(3),0,objective,background,objective → background
372,"Complications related to the enteral route occurred in @ and @ % of patients ( p > @ ) in the NE and jejunostomy groups , respectively .",tensor(2),4,methods,results,methods → results
373,"At @months , the mean gains in BCVA were +@ letters ( p < @ ; @ % CI , +@ to +@ ) in the ranibizumab group and +@ letters ( p < @ ; @ % CI +@ to +@ ) in the bevacizumab group .",tensor(2),4,methods,results,methods → results
374,"Mean reductions in CRT at @months were @ m in the ranibizumab group ( p < @ ) and @ m in the bevacizumab group ( p < @ ) , with no significant difference between the two groups ( p = @ ) .",tensor(1),4,conclusions,results,conclusions → results
375,This study demonstrated significant gain in visual acuity in eyes with BRVO treated with either bevacizumab or ranibizumab .,tensor(0),2,background,methods,background → methods
376,"This study aimed to evaluate community-based health education strategies in the management of hypertensive patients with low socioeconomic status in Dongguan City , China .",tensor(1),0,conclusions,background,conclusions → background
377,Interactive education workshops may be the most effective strategy in community-based health promotion education programs for hypertensive patients in improving patients ' knowledge on hypertension and alleviating clinical risk factors for preventing hypertension-related complications .,tensor(1),4,conclusions,results,conclusions → results
378,Intergroup comparisons were made using the Mann-Whitney U test .,tensor(3),0,objective,background,objective → background
379,HM@ is a third generation P-glycoprotein ( P-gp ) inhibitor currently under development .,tensor(4),2,results,methods,results → methods
380,"Eighteen healthy male subjects were administered loperamide alone ( period @ ) or with loperamide plus quinidine or HM@ in period @ or @ , respectively .",tensor(0),3,background,objective,background → objective
381,Recurrent stroke was responsible for exclusion of @ % of potentially eligible patients .,tensor(0),3,background,objective,background → objective
382,Patients were randomized using a @ to @ ratio to PET-CT or control .,tensor(2),4,methods,results,methods → results
383,"Of the @ patients who underwent PET-CT , @ had a change in surgical management ( @ % ; @ % CI , @ % -@ % ) .",tensor(1),0,conclusions,background,conclusions → background
384,"Predictive property , in terms of the need for renal replacement therapy ( RRT ) , was analysed by receiver operating characteristics ( ROC ) statistics and described by the area under the curve ( AUC ) .",tensor(3),0,objective,background,objective → background
385,"Early postoperative serum cystatin C increase appears to be a moderate biomarker in the prediction of AKI , whereas a preoperative and intraoperative cystatin C increase has only a limited diagnostic and predictive value .",tensor(3),0,objective,background,objective → background
386,"A randomized , double-blind , placebo-controlled study was conducted over @ weeks , during which @ patients with T@DM completed treatment with either sitagliptin ( @mg once daily ) or placebo as add-on therapy to metformin -LSB- sitagliptin group ( n = @ ) : meanstandard error of the mean ( s.e.m. ) age @ years , means.e.m .",tensor(4),2,results,methods,results → methods
387,"In the sitagliptin group , the mean HbA@c concentration was significantly reduced by @ % ( p = @ ) .",tensor(4),1,results,conclusions,results → conclusions
388,No significant changes in - cell function occurred in the placebo group .,tensor(2),0,methods,background,methods → background
389,"When a corticosteroid alone fails to control asthma , combination therapy is the treatment of choice .",tensor(3),0,objective,background,objective → background
390,"This was a randomized , multicenter , open phase III trial conducted in Brazil .",tensor(3),0,objective,background,objective → background
391,"We randomized @ patients to three groups : FLU/FOR ( n = @ ) , BUD/FOR ( n = @ ) , and FLU ( n = @ ) .",tensor(1),2,conclusions,methods,conclusions → methods
392,Atrial fibrillation is associated with decline of cognitive function .,tensor(4),1,results,conclusions,results → conclusions
393,"Participants who had a stroke were censored from the analysis , which was by intention to treat with imputation for missing data .",tensor(3),1,objective,conclusions,objective → conclusions
394,This effect could arise from benefits associated with performing computer-based paradigms such as the dot-probe task .,tensor(1),2,conclusions,methods,conclusions → methods
395,The prevalence of test anxiety among pharmacy students in this study was lower compared to other university students in previous studies .,tensor(0),3,background,objective,background → objective
396,"Psychological intervention helped significantly reduce scores of test anxiety , psychological distress , and lack of motivation , and it helped improve students ' GPA .",tensor(3),0,objective,background,objective → background
397,We randomly assigned patients ( @:@ ) to receive oral chlorambucil ( @ mg/m ( @ ) ) on days @-@ of a @ day treatment course or to receive chlorambucil by this schedule plus intravenous ofatumumab ( cycle @ : @ mg on day @ and @ mg on day @ ; subsequent cycles : @ mg on day @ ) for three to @ cycles .,tensor(4),0,results,background,results → background
398,"Median progression-free survival was @ months ( @ % CI @-@ ) in the group assigned to chlorambucil plus ofatumumab compared with @ months ( @-@ ) in the group assigned to chlorambucil only ( hazard ratio @ , @ % CI @-@ ; p < @ ) .",tensor(0),1,background,conclusions,background → conclusions
399,"To compare the efficacy and safety of weekly albiglutide with daily sitagliptin , daily glimepiride , and placebo .",tensor(4),2,results,methods,results → methods
400,The primary end point was change in HbA@c from baseline at week @ .,tensor(3),2,objective,methods,objective → methods
401,"Patients were assessed prior to the injection , and also @ weeks , @ month , and @ months thereafter for severity and frequency of pain , times to use analgesics and any appeared side effects .",tensor(2),0,methods,background,methods → background
402,The aim of the article was to investigate the effect of ondansetron preloading with crystalloid infusion after spinal anesthesia during cesarean delivery .,tensor(1),3,conclusions,objective,conclusions → objective
403,"After delivery , umbilical cord blood samples were analyzed .",tensor(2),4,methods,results,methods → results
404,The common bean is a staple crop in many African and Latin American countries and is the focus of biofortification initiatives .,tensor(1),4,conclusions,results,conclusions → results
405,The present study evaluated the impact of PA on iron bioavailability from iron-biofortified beans .,tensor(2),4,methods,results,methods → results
406,The exact force systems as well as their progressions generated by removable thermoplastic appliances have not been investigated .,tensor(2),0,methods,background,methods → background
407,"Thus , the purposes of this experimental study were to quantify the forces and moments delivered by a single aligner and a series of aligners ( Invisalign ; Align Technology , Santa Clara , Calif ) and to investigate the influence of attachments and power ridges on the force transfer .",tensor(3),0,objective,background,objective → background
408,We studied @ aligners of the Invisalign system ( @ series of aligners ) .,tensor(1),2,conclusions,methods,conclusions → methods
409,"The aligners came from @ consecutive patients , of which @ tooth movements ( incisor torque , premolar derotation , molar distalization ) with @ movements each were analyzed .",tensor(4),2,results,methods,results → methods
410,The force change is exponential while a patient is wearing removable thermoplastic appliances .,tensor(2),0,methods,background,methods → background
411,Responses were received from @ hospitals with a similar distribution of admission volume and teaching status as the sample population ( P = @ ) .,tensor(1),4,conclusions,results,conclusions → results
412,"Participants also rated the performance of the inhaler on several criteria , using a subjective @-@ scale .",tensor(0),1,background,conclusions,background → conclusions
413,Supplementation with appropriate vitamins may therefore be of value in the prevention and treatment of diabetes .,tensor(4),2,results,methods,results → methods
414,Patients in the intervention group received vitamin-E along with their regular medicines .,tensor(4),1,results,conclusions,results → conclusions
415,Women in the music group listened to self-selected music during labor .,tensor(3),0,objective,background,objective → background
416,A significant difference was observed between the two groups in terms of satisfaction rate ( p < @ ) and postpartum depression rate at postpartum day one and day eight ( p < @ ) .,tensor(0),3,background,objective,background → objective
417,Learners can focus on mastery ( i.e. task orientation ) or on learning relative to others ( i.e. ego orientation ) .,tensor(0),3,background,objective,background → objective
418,"Previous research suggests task orientations are optimal for learning , a benefit usually linked to the suggestion that qualitative comments are better for learning than quantitative comparisons ( i.e. grades ) .",tensor(1),4,conclusions,results,conclusions → results
419,Analyses of variance were used to examine group differences .,tensor(0),1,background,conclusions,background → conclusions
420,No significant differences were observed for either efficacy variable between the experimental dentifrice formulations and the positive control dentifrice .,tensor(4),2,results,methods,results → methods
421,PBT@ is a metal protein-attenuating compound that might reduce metal-induced aggregation of mutant huntingtin and has prolonged survival in a mouse model of Huntington 's disease .,tensor(3),2,objective,methods,objective → methods
422,PBT@ was generally safe and well tolerated in patients with Huntington 's disease .,tensor(3),0,objective,background,objective → background
423,The patients were randomly divided into group A ( n = @ ) and group B ( n = @ ) .,tensor(0),1,background,conclusions,background → conclusions
424,"In group A , the predictive model for PT was constructed by the results of the linear regression analysis .",tensor(0),1,background,conclusions,background → conclusions
425,"Compared to the control diet , the Mediterranean diet increased plasma antioxidant capacity and improved basal endothelial function , nitrotyrosine , @-iso-PGF@a , IL-@ and ICAM-@ levels .",tensor(2),4,methods,results,methods → results
426,"The study was a prospective , randomized multicenter trial exploring the antihypertensive effect of aliskiren in comparison with amlodipine , a calcium channel blocker , in patients undergoing HD .",tensor(4),2,results,methods,results → methods
427,N-terminal pro-B-type natriuretic hormone remained unchanged in both groups .,tensor(3),1,objective,conclusions,objective → conclusions
428,"GS-C was assessed at baseline and at @ weeks with and without use of an FDS ( therapeutic effect ) and at @ , @ , @ , @ , and @ weeks with use of an FDS ( total effect ) .",tensor(0),3,background,objective,background → objective
429,"Approximately @ % were PAC responders and @ % were MCID responders for @-week therapeutic effect , and @ % were PAC responders and @ % were MCID responders for @-week total effect .",tensor(3),0,objective,background,objective → background
430,"Keywords that were descriptive of pregnancy and distress or pregnancy and health resulted in higher consent and enrollment rates ( i.e. , high-performing ads ) .",tensor(4),2,results,methods,results → methods
431,"Patients with burns @ % or greater of their total body surface area were included , and their plasma levels of inflammatory cytokines and clinical outcomes were compared .",tensor(1),4,conclusions,results,conclusions → results
432,"A total of @ patients were included in this study , with @ patients receiving glucocorticoid treatment and the others not .",tensor(2),4,methods,results,methods → results
433,"Patient demographics including age , burn size , and incidence of inhalation injury were similar in both groups .",tensor(3),1,objective,conclusions,objective → conclusions
434,"Length of hospital stay was almost @ days shorter in the treatment group ( P < @ ) , whereas there was no significant difference in the overall mortality , duration of mechanical ventilation , and incidence of sepsis between the @ groups .",tensor(4),1,results,conclusions,results → conclusions
435,"Metformin alone and in combination with bromocriptine in escalating dose ( @ mg/day and @ mg/day ) significantly ( P < @ ) decreased FPG and PPPG levels at weeks @ , @ , and @ compared with pretreatment values .",tensor(0),2,background,methods,background → methods
436,Addition of bromocriptine to metformin also significantly ( P < @ ) decreased FPG and PPPG levels in a dose-dependent manner as compared with metformin alone .,tensor(3),0,objective,background,objective → background
437,"Similarly , student self-report of presentation improvement was significantly associated with participating in detailed ( odds ratio : @ ; @ % CI : @-@ @ -RSB- but not simple ( odds ratio : @ ; @ % CI : @-@ @ ) feedback sessions .",tensor(3),0,objective,background,objective → background
438,"EES also resulted in reduced rates of all-cause death ( @ % vs. @ % , p = @ ) , with nonsignificantly different rates of MI , stent thrombosis , and TLR , and no evidence of late catch-up of TLR over time .",tensor(2),4,methods,results,methods → results
439,Association and additive inheritance models were used in genetic analyses .,tensor(3),1,objective,conclusions,objective → conclusions
440,Abundant literature regarding the use of intravenous tranexamic acid ( TXA ) in primary total knee replacement is available .,tensor(1),0,conclusions,background,conclusions → background
441,"Topical administration of TXA according to the described protocol demonstrated noninferiority compared with intravenous TXA , with no safety concerns .",tensor(1),2,conclusions,methods,conclusions → methods
442,"They were randomly assigned to @ groups , fish meal - vitamin C ( n = @ ) , vitamin C ( n = @ ) , and control ( n = @ ) , and given different cowpea-based diets for a @-month period .",tensor(2),4,methods,results,methods → results
443,"Participants ' blood samples were examined for malaria parasitemia and stools for helminthes using Giemsa stain and Kato-Katz techniques , respectively .",tensor(4),2,results,methods,results → methods
444,"The Study of Mental and Resistance Training was a randomized , double-blind , double-sham controlled trial of adults with MCI .",tensor(4),1,results,conclusions,results → conclusions
445,Results of the docetaxel plus cisplatin regimen are reported .,tensor(1),0,conclusions,background,conclusions → background
446,The trial 's primary endpoint was the @-month crude non-progression rate .,tensor(4),2,results,methods,results → methods
447,Both groups had a median of one apheresis with a median time until first apheresis of @ days .,tensor(3),4,objective,results,objective → results
448,Five patients ( @ % ) in the originator G-CSF group and six patients in the biosimilar G-CSF group ( @ % ) did not mobilize sufficient CD@ + cells .,tensor(3),0,objective,background,objective → background
449,Mean operative time was shorter in the STAB group .,tensor(0),2,background,methods,background → methods
450,"SpO@ was measured every @ min by pulse oximetry , and subjects recorded their level of comfort after @ min .",tensor(1),0,conclusions,background,conclusions → background
451,Both techniques improved the mean values of all respiratory function tests ( p. @ ) .,tensor(4),2,results,methods,results → methods
452,Incentive spirometry can be considered as an effective component for pulmonary rehabilitation in COPD patients .,tensor(1),0,conclusions,background,conclusions → background
453,A cross-sectional study was conducted in @ obese men with MetS to investigate the impact of VAT and E@ levels on bone .,tensor(4),2,results,methods,results → methods
454,"Bone parameters were assessed by dual-energy X-ray absorptiometry ( DXA ) , quantitative computed tomography ( QCT ) , and high-resolution peripheral QCT ( HRpQCT ) at lumbar spine , proximal femur , radius , and tibia .",tensor(0),2,background,methods,background → methods
455,"There was no statistically significant difference between the groups in the annualized rate of change of common carotid intima-media thickness ( @ mm per year ; @ % confidence interval , -@ to @ ) .",tensor(4),1,results,conclusions,results → conclusions
456,"Compared with aspirin , Terutroban did not beneficially affect progression of carotid atherosclerosis among well-treated patients with a history of ischemic stroke or transient ischemic attacks with an internal carotid stenosis < @ % .",tensor(1),0,conclusions,background,conclusions → background
457,A total of @ ASA physical status I and II patients undergoing selective otorhinolaryngologic surgery under general anesthesia signed the form of informed consent .,tensor(3),0,objective,background,objective → background
458,Anesthesia was maintained with propofol and remifentanyl continuous infusion .,tensor(1),4,conclusions,results,conclusions → results
459,No significant difference existed in recovery index among @ groups .,tensor(0),4,background,results,background → results
460,Once-daily IR-OME ( taken morning or night ) effectively heals severe reflux esophagitis and improves GERD symptoms .,tensor(1),4,conclusions,results,conclusions → results
461,The EHR alert notified the nurse that the patient was eligible for diagnostic testing : radiographs for patients with injured extremities or urinalysis for female patients with abdominal pain .,tensor(0),2,background,methods,background → methods
462,"Before the intervention , the urinalysis protocol was implemented in @/@ ( @ % ) patients triaged by the intervention group and @/@ ( @ % ) triaged by the control group .",tensor(1),0,conclusions,background,conclusions → background
463,Screening of plasma from @ randomly selected donors identified @ % donors with high anti-A isoagglutinin titers in plasma .,tensor(3),1,objective,conclusions,objective → conclusions
464,All treatments were well-tolerated .,tensor(0),1,background,conclusions,background → conclusions
465,Data on the sample women were extracted to calculate the cumulative incidence of CIN @ + and the performance characteristics of the baseline HPV test .,tensor(0),3,background,objective,background → objective
466,"Overall , @ women ( @ % ) developed CIN @ + , with a median time to detection of @ months .",tensor(4),2,results,methods,results → methods
467,"In untreated eyes , angle width consistently decreased across all follow-up visits after LPI , with a more rapid longitudinal decrease compared with treated eyes ( P values for all variables @ ) .",tensor(0),2,background,methods,background → methods
468,"Improvements in BASMIlin were sustained through @ years , with a mean change of -@ from baseline in the population who completed @ years of treatment with adalimumab .",tensor(3),0,objective,background,objective → background
469,"Improvements in disease activity , physical function and ASQoL were also sustained through @ years .",tensor(3),0,objective,background,objective → background
470,The highest correlation was with BASFI at @ weeks ( r = @ ) and at @ years ( r = @ ) .,tensor(4),2,results,methods,results → methods
471,The LAP-BAND AP band was placed in all patients via pars flaccida .,tensor(4),2,results,methods,results → methods
472,Mean BMI at time of BIB positioning was @ ( range @-@ @ ) .,tensor(3),0,objective,background,objective → background
473,"According to the cutoff , patients were allocated into group A ( n = @ ) and group B ( n = @ ) .",tensor(1),4,conclusions,results,conclusions → results
474,"Satisfactory results with BIB are predictive of a positive outcome of LASB at @ , @ , and @ years after the procedure , and poor results do not inevitably indicate a negative outcome for gastric banding .",tensor(3),0,objective,background,objective → background
475,"Between Jan @ , @ , and Dec @ , @ , of @ patients randomly assigned at @ centres in the USA , @ received either ALD@ ( n = @ ) or placebo ( n = @ ) .",tensor(0),3,background,objective,background → objective
476,This study also provides preliminary evidence for the efficacy of ALD@ in the preventive treatment of migraine in patients with a high monthly frequency of migraine days .,tensor(3),0,objective,background,objective → background
477,"Polycystic liver disease ( PLD ) , the most common extrarenal manifestation of autosomal-dominant polycystic kidney disease ( ADPKD ) , has become more prevalent as a result of increased life expectancy , improved renal survival , reduced cardiovascular mortality , and renal replacement therapy .",tensor(2),4,methods,results,methods → results
478,"The data were collected from a randomized , placebo-controlled trial underway at @ tertiary-care medical centers to determine whether the combination of an angiotensin I-converting enzyme inhibitor and angiotensin II-receptor blocker was superior to the inhibitor alone , and whether low blood pressure ( < @/@ mm Hg ) was superior to standard blood pressure ( @-@/@ -@ mm Hg ) , in delaying renal cystic progression in @ patients with ADPKD , stages @ and @ chronic kidney disease , and hypertension ( age , @-@ y ) .",tensor(0),2,background,methods,background → methods
479,We found hepatomegaly to be common among patients with ADPKD .,tensor(1),4,conclusions,results,conclusions → results
480,Cysts and parenchyma contributed to hepatomegaly .,tensor(4),2,results,methods,results → methods
481,Higher liver volumes were associated with a lower quality of life .,tensor(2),4,methods,results,methods → results
482,The technical success rate was @ % for both groups .,tensor(3),0,objective,background,objective → background
483,One recurrence was observed during follow-up in the FCSEMS group and none in the plastic stent group ( P = @ ) .,tensor(1),4,conclusions,results,conclusions → results
484,"EUS-guided PFC drainage with FCSEMSs is comparable to such drainage with plastic stents in terms of technical feasibility , efficacy , and safety ; however , the use of FCSEMSs may also simplify and shorten the procedure .",tensor(4),1,results,conclusions,results → conclusions
485,This study explored the experiences of community-based palliative care cancer patients who live alone without a caregiver and what psychosocial issues they face .,tensor(0),1,background,conclusions,background → conclusions
486,"Face-to-face semistructured interviews were conducted with eight participants , and constant comparison was used for the analysis .",tensor(2),0,methods,background,methods → background
487,"As little literature exists on the publication process for multicenter trials , we describe the development , implementation , and effectiveness of such a process in a multicenter trial .",tensor(1),4,conclusions,results,conclusions → results
488,"Effective publication guidelines must be comprehensive , implemented early in a trial , and require active management by study investigators .",tensor(2),4,methods,results,methods → results
489,"In addition , @ % of HBPM users reported HBP readings to their general practitioners .",tensor(1),0,conclusions,background,conclusions → background
490,The AS group reported higher interest/enjoyment during training than the CON group .,tensor(1),4,conclusions,results,conclusions → results
491,"@ patients ( @ % ) had diabetes , @ of these gave informed consent and medical data were available .",tensor(1),4,conclusions,results,conclusions → results
492,Patients with cognitive impairment were less likely to receive medical treatment ( P = @ ) .,tensor(2),1,methods,conclusions,methods → conclusions
493,"Mean HbA@c was @ % ( @ mmol/mol ) , @ % of patients had an HbA@c < @ % ( @ mmol/mol ) , and CBGM consistent with risk of hypoglycemia was found for @ % of these patients .",tensor(3),2,objective,methods,objective → methods
494,Prevalence of diabetes and BGL treatment in Norwegian nursing homes is comparable to other European countries .,tensor(1),2,conclusions,methods,conclusions → methods
495,To investigate whether the negative quality of life result of a large randomized exercise intervention study ( BREX ) was due to considerable spontaneous recovery after adjuvant treatments .,tensor(0),1,background,conclusions,background → conclusions
496,"CES pretreatment appears to reduce the level of preoperative anxiety , injection pain of rocuronium and postoperative pain .",tensor(0),3,background,objective,background → objective
497,"At @ months postoperatively , visual outcomes were comparable among the treatment groups .",tensor(3),2,objective,methods,objective → methods
498,"A total of @ healthy male subjects , aged @ @ years ( BMI : @ @ kg/m@ ) completed this single center , open-label , randomized , @-period cross-over study with single dose administrations under fasting conditions and coadministration with naltrexone for safety reasons .",tensor(1),0,conclusions,background,conclusions → background
499,The total dose for each subject was @ x @ mg resulting in @ mg levomethadone hydrochloride .,tensor(3),0,objective,background,objective → background
500,Patients @ years or older showed a larger benefit in favor of glutamic acid ( P = @ ) compared to patients less than @ years ( P = @ ) .,tensor(4),2,results,methods,results → methods
501,"There is a suggestion of benefit in patients @ years or older , but the study was not designed to provide adequate power to test the treatment effect within this age group alone .",tensor(0),2,background,methods,background → methods
502,These results suggest that when choosing initial treatment in eRA the MBDA test may be clinically useful to identify a subgroup of patients at low risk of RP .,tensor(0),1,background,conclusions,background → conclusions
503,Both groups continued taking metformin with or without dipeptidyl peptidase-@ inhibitors .,tensor(4),1,results,conclusions,results → conclusions
504,"The rate of nocturnal confirmed hypoglycaemia was higher for IDeg @TW ( AM ) than for IGlar OD ( ERR @ , @-@ @ ) ; we noted no significant difference between IDeg @TW ( PM ) and IGlar OD ( ERR @ , @-@ @ ) .",tensor(1),0,conclusions,background,conclusions → background
505,The inferior glycaemic control and increased risk of hypoglycaemia with IDeg @TW compared with IGlar OD do not support a three-times-weekly dosing regimen .,tensor(3),0,objective,background,objective → background
506,A baseline assessment was followed by four brief treatment sessions and immediate posttesting over the course of @ years .,tensor(0),3,background,objective,background → objective
507,Continued follow-up occurred at @-month intervals for a long-term follow-up of up to @ years .,tensor(2),4,methods,results,methods → results
508,Growth curve analysis showed that both treatment groups successfully prevented deterioration in adolescent disease care and simultaneously improved adolescent and parent quality of life that included indicators of more effective communication and reduced adherence barriers-without a concomitant increase in diabetes-related or general family conflict .,tensor(1),0,conclusions,background,conclusions → background
509,Motor block vanished faster in Group L@ @ as compared with GroupControl ( p < @ ) .,tensor(4),2,results,methods,results → methods
510,Sixty eyes of @ patients who underwent CCI during cataract surgery were randomized into two groups : femtosecond laser CCI ( @ eyes ) and manual CCI ( @ eyes ) .,tensor(3),0,objective,background,objective → background
511,Central endothelial cell count was significantly higher in the femtosecond laser CCI group compared to the manual CCI group at @ and @ days postoperatively ( P < @ ) .,tensor(0),4,background,results,background → results
512,"Forty healthy volunteers received low-dose submicron indomethacin @ - or @-mg capsules , or indomethacin @-mg capsules under fasting or fed conditions .",tensor(1),0,conclusions,background,conclusions → background
513,"To describe the profile of patients who participated in the Randomised Clinical Trial for Uniform Multidrug Therapy for Leprosy Patients in Brazil ( U-MDT/CT-BR ) and determine the level of satisfaction with a uniform therapy regimen , especially among paucibacillary patients .",tensor(4),2,results,methods,results → methods
514,The absolute and relative frequencies of categorical variables and the median age were calculated .,tensor(2),4,methods,results,methods → results
515,"After immuno-magnetic enrichment for cells expressing the epithelial-cell adhesion molecule , CTCs were defined as nucleated cells expressing cytokeratin and lacking CD@ .",tensor(3),0,objective,background,objective → background
516,"Before chemotherapy , CTCs were detected in @ % of patients ( n = @ of @ ) , with @ % ( n = @ of @ ) of node-negative and @ % ( n = @ of @ ) of node-positive patients showing CTCs ( P < @ ) .",tensor(3),0,objective,background,objective → background
517,A single session of group hypnotherapy does not appear to be more effective for smoking cessation than a group relaxation session .,tensor(0),3,background,objective,background → objective
518,"The authors designed a randomized , double blind , placebo-controlled , parallel-group , pilot study in which migraineurs who also had insomnia were enrolled , to test this observation .",tensor(3),0,objective,background,objective → background
519,"Of the @ subjects treated , @ were evaluable , @ in the eszopiclone group , and @ in the placebo group .",tensor(2),4,methods,results,methods → results
520,Regression analysis was used to identify correlates of micronutrient levels at baseline .,tensor(4),2,results,methods,results → methods
521,"After a median follow-up of @ years , there were @ ( @ % ) early withdrawals from the study treatment .",tensor(4),1,results,conclusions,results → conclusions
522,The LGIE group received GI based-education in addition to conventional healthy dietary recommendations .,tensor(0),3,background,objective,background → objective
523,"Parallel group , randomised controlled , multicentre trial .",tensor(1),4,conclusions,results,conclusions → results
524,According to the accelerometer data there was no significant difference in physical activity levels between the groups .,tensor(1),0,conclusions,background,conclusions → background
525,Trial registration Current Controlled Trials ISRCTN@ .,tensor(3),0,objective,background,objective → background
526,"In this multicentre , placebo-controlled , randomised phase @ study , we recruited patients aged @ years or older with histologically confirmed or cytologically confirmed advanced biliary tract cancer from hepatobiliary oncology referral centres in the UK .",tensor(1),0,conclusions,background,conclusions → background
527,"We randomly assigned patients ( @:@ ) with a minimisation algorithm , incorporating the stratification factors : extent of disease , primary disease site , previous treatment , ECOG performance status , and centre .",tensor(4),2,results,methods,results → methods
528,"Patients who received cediranib had more grade @-@ toxic effects than did patients who received placebo : hypertension ( @ -LSB- @ % -RSB- vs @ -LSB- @ % -RSB- ; p = @ ) , diarrhoea ( eight -LSB- @ % -RSB- vs two -LSB- @ % -RSB- ; p = @ ) ; platelet count decreased ( ten -LSB- @ % -RSB- vs four -LSB- @ % -RSB- ; p = @ ) , white blood cell decreased ( @ -LSB- @ % -RSB- vs seven -LSB- @ % -RSB- ; p = @ ) and fatigue ( @ -LSB- @ % -RSB- vs seven -LSB- @ % -RSB- ; p = @ ) .",tensor(4),1,results,conclusions,results → conclusions
529,"In Part A , mean arterial plasma nicotine concentrations at @ min after the start of inhalation were @ , @ , and @ ng/mL for the @ , @ , and @ mg doses , respectively .",tensor(2),1,methods,conclusions,methods → conclusions
530,"Secondary outcomes included persistence of benefit , changes in self-reports of depression , changes in anxiety , and proportion of responders .",tensor(0),3,background,objective,background → objective
531,Intranasal ketamine was well tolerated with minimal psychotomimetic or dissociative effects and was not associated with clinically significant changes in hemodynamic parameters .,tensor(1),2,conclusions,methods,conclusions → methods
532,"The Systolic Blood Pressure Intervention Trial is a multicenter , randomized , controlled trial that compares two strategies for treating systolic blood pressure : one targets the standard target of < @ mm Hg , and the other targets a more intensive target of < @ mm Hg .",tensor(0),3,background,objective,background → objective
